Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp
5332,City,NA,No Cars Available,14/07/2016 22:22,NA
5333,Airport,NA,No Cars Available,14/07/2016 22:22,NA
5334,City,NA,No Cars Available,14/07/2016 22:23,NA
5335,Airport,2,Trip Completed,14/07/2016 22:24,14/07/2016 23:18
5336,Airport,201,Trip Completed,14/07/2016 22:25,14/07/2016 23:41
5337,City,205,Trip Completed,14/07/2016 22:21,14/07/2016 23:23
5338,Airport,222,Trip Completed,14/07/2016 22:27,14/07/2016 23:34
5339,City,NA,No Cars Available,14/07/2016 22:28,NA
5340,Airport,194,Trip Completed,14/07/2016 22:32,14/07/2016 23:44
5341,City,230,Cancelled,14/07/2016 22:34,NA
5342,City,296,Trip Completed,14/07/2016 22:38,14/07/2016 23:21
5343,City,NA,No Cars Available,14/07/2016 22:35,NA
5344,Airport,227,Trip Completed,14/07/2016 22:37,14/07/2016 23:35
5345,Airport,260,Trip Completed,14/07/2016 22:43,14/07/2016 23:40
5346,Airport,NA,No Cars Available,14/07/2016 22:46,NA
5347,Airport,16,Trip Completed,14/07/2016 22:51,14/07/2016 23:53
5348,City,40,Trip Completed,14/07/2016 22:50,14/07/2016 23:45
5349,Airport,72,Trip Completed,14/07/2016 22:55,14/07/2016 23:22
5350,City,162,Trip Completed,14/07/2016 22:52,14/07/2016 23:42
5351,City,NA,No Cars Available,14/07/2016 22:54,NA
5352,Airport,37,Trip Completed,14/07/2016 23:01,14/07/2016 23:45
5353,Airport,NA,No Cars Available,14/07/2016 22:54,NA
5354,Airport,97,Trip Completed,14/07/2016 23:07,15/07/2016 00:01
5355,City,NA,No Cars Available,14/07/2016 23:10,NA
5356,Airport,NA,No Cars Available,14/07/2016 23:06,NA
5357,City,211,Trip Completed,14/07/2016 23:09,15/07/2016 00:05
5358,Airport,225,Trip Completed,14/07/2016 23:17,15/07/2016 00:03
5359,City,109,Trip Completed,14/07/2016 23:21,15/07/2016 00:24
5360,Airport,218,Trip Completed,14/07/2016 23:19,14/07/2016 23:58
5361,Airport,NA,No Cars Available,14/07/2016 23:22,NA
5362,Airport,NA,No Cars Available,14/07/2016 23:22,NA
5363,Airport,NA,No Cars Available,14/07/2016 23:19,NA
5364,City,234,Trip Completed,14/07/2016 23:24,15/07/2016 00:04
5365,City,NA,No Cars Available,14/07/2016 23:24,NA
5366,Airport,22,Trip Completed,14/07/2016 23:27,15/07/2016 00:19
5367,Airport,17,Trip Completed,14/07/2016 23:35,15/07/2016 00:25
5368,City,223,Trip Completed,14/07/2016 23:36,15/07/2016 00:27
5369,Airport,NA,No Cars Available,14/07/2016 23:39,NA
5370,City,123,Trip Completed,14/07/2016 23:43,15/07/2016 00:33
5371,Airport,NA,No Cars Available,14/07/2016 23:41,NA
5372,City,NA,No Cars Available,14/07/2016 23:38,NA
5373,City,99,Trip Completed,14/07/2016 23:42,15/07/2016 00:17
5374,City,199,Trip Completed,14/07/2016 23:40,15/07/2016 00:46
5375,Airport,NA,No Cars Available,14/07/2016 23:42,NA
5376,City,NA,No Cars Available,14/07/2016 23:43,NA
5377,City,83,Trip Completed,14/07/2016 23:42,15/07/2016 00:39
5378,Airport,NA,No Cars Available,14/07/2016 23:52,NA
5379,City,154,Trip Completed,14/07/2016 23:51,15/07/2016 01:04
5380,Airport,104,Trip Completed,14/07/2016 23:50,15/07/2016 00:39
5381,Airport,298,Trip Completed,14/07/2016 23:56,15/07/2016 00:39
5382,City,59,Trip Completed,14/07/2016 00:08,14/07/2016 00:42
5383,City,142,Trip Completed,14/07/2016 00:03,14/07/2016 00:34
5384,Airport,80,Trip Completed,14/07/2016 00:03,14/07/2016 01:03
5385,Airport,213,Trip Completed,14/07/2016 00:07,14/07/2016 00:44
5386,City,NA,No Cars Available,15/07/2016 00:20,NA
5387,City,NA,No Cars Available,15/07/2016 00:19,NA
5388,Airport,NA,No Cars Available,15/07/2016 00:19,NA
5389,Airport,NA,No Cars Available,15/07/2016 00:20,NA
5390,Airport,NA,No Cars Available,15/07/2016 00:26,NA
5391,City,NA,No Cars Available,15/07/2016 00:26,NA
5392,City,245,Trip Completed,15/07/2016 00:29,15/07/2016 01:07
5393,Airport,NA,No Cars Available,15/07/2016 00:30,NA
5394,Airport,64,Trip Completed,15/07/2016 00:47,15/07/2016 01:42
5395,Airport,NA,No Cars Available,15/07/2016 00:53,NA
5396,City,240,Cancelled,15/07/2016 00:54,NA
5397,City,NA,No Cars Available,15/07/2016 00:52,NA
5398,City,NA,No Cars Available,15/07/2016 01:02,NA
5399,City,111,Trip Completed,15/07/2016 00:58,15/07/2016 02:16
5400,Airport,226,Trip Completed,15/07/2016 01:05,15/07/2016 02:04
5401,City,NA,No Cars Available,15/07/2016 01:04,NA
5402,Airport,87,Trip Completed,15/07/2016 01:06,15/07/2016 01:48
5403,Airport,NA,No Cars Available,15/07/2016 01:14,NA
5404,City,84,Trip Completed,15/07/2016 01:12,15/07/2016 02:05
5405,Airport,NA,No Cars Available,15/07/2016 01:20,NA
5406,City,NA,No Cars Available,15/07/2016 01:27,NA
5407,Airport,NA,No Cars Available,15/07/2016 01:31,NA
5408,City,NA,No Cars Available,15/07/2016 01:37,NA
5409,Airport,72,Trip Completed,15/07/2016 01:36,15/07/2016 02:46
5410,City,58,Cancelled,15/07/2016 01:45,NA
5411,Airport,NA,No Cars Available,15/07/2016 01:43,NA
5412,Airport,NA,No Cars Available,15/07/2016 01:49,NA
5413,Airport,NA,No Cars Available,15/07/2016 01:50,NA
5414,Airport,NA,No Cars Available,15/07/2016 01:51,NA
5415,City,NA,No Cars Available,15/07/2016 01:51,NA
5416,City,NA,No Cars Available,15/07/2016 01:53,NA
5417,Airport,NA,No Cars Available,15/07/2016 01:59,NA
5418,City,56,Trip Completed,15/07/2016 02:03,15/07/2016 03:13
5419,City,191,Trip Completed,15/07/2016 02:01,15/07/2016 02:34
5420,Airport,NA,No Cars Available,15/07/2016 02:09,NA
5421,Airport,243,Trip Completed,15/07/2016 02:08,15/07/2016 03:12
5422,City,46,Trip Completed,15/07/2016 02:09,15/07/2016 03:09
5423,City,114,Cancelled,15/07/2016 02:11,NA
5424,City,166,Cancelled,15/07/2016 02:13,NA
5425,City,23,Trip Completed,15/07/2016 02:23,15/07/2016 03:08
5426,Airport,NA,No Cars Available,15/07/2016 02:22,NA
5427,City,NA,No Cars Available,15/07/2016 02:20,NA
5428,Airport,285,Trip Completed,15/07/2016 02:28,15/07/2016 03:04
5429,Airport,NA,No Cars Available,15/07/2016 02:38,NA
5430,City,205,Trip Completed,15/07/2016 02:35,15/07/2016 03:25
5431,Airport,160,Trip Completed,15/07/2016 02:38,15/07/2016 03:23
5432,Airport,NA,No Cars Available,15/07/2016 02:42,NA
5433,City,NA,No Cars Available,15/07/2016 02:41,NA
5434,City,3,Trip Completed,15/07/2016 02:41,15/07/2016 03:24
5435,City,45,Trip Completed,15/07/2016 02:52,15/07/2016 03:43
5436,City,NA,No Cars Available,15/07/2016 02:59,NA
5437,Airport,281,Trip Completed,15/07/2016 02:59,15/07/2016 03:57
5438,City,NA,No Cars Available,15/07/2016 02:59,NA
5439,City,NA,No Cars Available,15/07/2016 03:13,NA
5440,Airport,275,Trip Completed,15/07/2016 03:04,15/07/2016 04:04
5441,City,NA,No Cars Available,15/07/2016 03:06,NA
5442,Airport,NA,No Cars Available,15/07/2016 03:08,NA
5443,City,NA,No Cars Available,15/07/2016 03:03,NA
5444,City,250,Trip Completed,15/07/2016 03:05,15/07/2016 03:48
5445,Airport,NA,No Cars Available,15/07/2016 03:07,NA
5446,City,NA,No Cars Available,15/07/2016 03:25,NA
5447,City,NA,No Cars Available,15/07/2016 03:19,NA
5448,Airport,176,Trip Completed,15/07/2016 03:22,15/07/2016 04:27
5449,City,NA,No Cars Available,15/07/2016 03:18,NA
5450,City,NA,No Cars Available,15/07/2016 03:21,NA
5451,Airport,NA,No Cars Available,15/07/2016 03:25,NA
5452,Airport,NA,No Cars Available,15/07/2016 03:28,NA
5453,City,159,Trip Completed,15/07/2016 03:38,15/07/2016 04:28
5454,Airport,NA,No Cars Available,15/07/2016 03:47,NA
5455,City,202,Trip Completed,15/07/2016 03:47,15/07/2016 04:53
5456,Airport,NA,No Cars Available,15/07/2016 03:45,NA
5457,City,63,Trip Completed,15/07/2016 03:56,15/07/2016 04:54
5458,Airport,NA,No Cars Available,15/07/2016 04:00,NA
5459,Airport,NA,No Cars Available,15/07/2016 04:03,NA
5460,Airport,152,Trip Completed,15/07/2016 04:06,15/07/2016 04:52
5461,Airport,NA,No Cars Available,15/07/2016 04:10,NA
5462,Airport,NA,No Cars Available,15/07/2016 04:20,NA
5463,Airport,NA,No Cars Available,15/07/2016 04:20,NA
5464,City,NA,No Cars Available,15/07/2016 04:21,NA
5465,Airport,NA,No Cars Available,15/07/2016 04:29,NA
5466,Airport,NA,No Cars Available,15/07/2016 04:31,NA
5467,City,NA,No Cars Available,15/07/2016 04:42,NA
5468,City,NA,No Cars Available,15/07/2016 04:37,NA
5469,City,117,Cancelled,15/07/2016 04:42,NA
5470,City,233,Trip Completed,15/07/2016 04:45,15/07/2016 06:00
5471,Airport,17,Trip Completed,15/07/2016 04:48,15/07/2016 05:47
5472,City,20,Cancelled,15/07/2016 04:49,NA
5473,City,50,Cancelled,15/07/2016 04:44,NA
5474,City,121,Trip Completed,15/07/2016 04:45,15/07/2016 05:52
5475,City,135,Cancelled,15/07/2016 04:49,NA
5476,Airport,27,Cancelled,15/07/2016 04:45,NA
5477,City,27,Cancelled,15/07/2016 04:48,NA
5478,Airport,42,Trip Completed,15/07/2016 04:43,15/07/2016 05:44
5479,City,50,Cancelled,15/07/2016 04:50,NA
5480,City,155,Trip Completed,15/07/2016 04:51,15/07/2016 06:03
5481,City,256,Trip Completed,15/07/2016 04:48,15/07/2016 05:31
5482,City,NA,No Cars Available,15/07/2016 04:51,NA
5483,Airport,NA,No Cars Available,15/07/2016 04:51,NA
5484,City,173,Trip Completed,15/07/2016 04:54,15/07/2016 05:47
5485,Airport,NA,No Cars Available,15/07/2016 04:54,NA
5486,City,197,Cancelled,15/07/2016 04:51,NA
5487,City,240,Trip Completed,15/07/2016 04:50,15/07/2016 06:03
5488,City,23,Trip Completed,15/07/2016 04:53,15/07/2016 06:00
5489,City,194,Cancelled,15/07/2016 04:52,NA
5490,City,NA,No Cars Available,15/07/2016 04:50,NA
5491,City,NA,No Cars Available,15/07/2016 04:56,NA
5492,City,NA,No Cars Available,15/07/2016 05:01,NA
5493,City,80,Cancelled,15/07/2016 05:01,NA
5494,City,196,Cancelled,15/07/2016 04:56,NA
5495,Airport,13,Trip Completed,15/07/2016 05:00,15/07/2016 06:02
5496,City,30,Trip Completed,15/07/2016 04:59,15/07/2016 05:34
5497,City,98,Cancelled,15/07/2016 05:00,NA
5498,City,241,Cancelled,15/07/2016 04:56,NA
5499,City,289,Cancelled,15/07/2016 05:07,NA
5500,City,146,Trip Completed,15/07/2016 05:00,15/07/2016 06:04
5501,City,196,Cancelled,15/07/2016 05:07,NA
5502,City,70,Cancelled,15/07/2016 05:03,NA
5503,City,187,Trip Completed,15/07/2016 05:11,15/07/2016 06:01
5504,City,NA,No Cars Available,15/07/2016 05:05,NA
5505,City,215,Trip Completed,15/07/2016 05:02,15/07/2016 05:49
5506,City,280,Trip Completed,15/07/2016 05:06,15/07/2016 05:41
5507,City,NA,No Cars Available,15/07/2016 05:07,NA
5508,City,93,Cancelled,15/07/2016 05:04,NA
5509,City,NA,No Cars Available,15/07/2016 05:08,NA
5510,Airport,1,Trip Completed,15/07/2016 05:11,15/07/2016 06:07
5511,Airport,64,Trip Completed,15/07/2016 05:10,15/07/2016 06:09
5512,Airport,180,Trip Completed,15/07/2016 05:10,15/07/2016 05:42
5513,Airport,223,Trip Completed,15/07/2016 05:04,15/07/2016 05:51
5514,City,296,Cancelled,15/07/2016 05:08,NA
5515,City,297,Cancelled,15/07/2016 05:13,NA
5516,City,NA,No Cars Available,15/07/2016 05:09,NA
5517,City,137,Cancelled,15/07/2016 05:11,NA
5518,City,140,Trip Completed,15/07/2016 05:15,15/07/2016 06:16
5519,Airport,294,Trip Completed,15/07/2016 05:11,15/07/2016 05:55
5520,City,102,Trip Completed,15/07/2016 05:17,15/07/2016 06:01
5521,Airport,186,Trip Completed,15/07/2016 05:19,15/07/2016 06:27
5522,City,201,Cancelled,15/07/2016 05:21,NA
5523,City,NA,No Cars Available,15/07/2016 05:20,NA
5524,City,142,Cancelled,15/07/2016 05:13,NA
5525,Airport,84,Trip Completed,15/07/2016 05:18,15/07/2016 06:36
5526,City,272,Trip Completed,15/07/2016 05:19,15/07/2016 06:13
5527,City,NA,No Cars Available,15/07/2016 05:17,NA
5528,City,NA,No Cars Available,15/07/2016 05:19,NA
5529,City,222,Cancelled,15/07/2016 05:24,NA
5530,City,NA,No Cars Available,15/07/2016 05:19,NA
5531,Airport,200,Trip Completed,15/07/2016 05:23,15/07/2016 06:26
5532,City,NA,No Cars Available,15/07/2016 05:22,NA
5533,City,269,Trip Completed,15/07/2016 05:20,15/07/2016 06:25
5534,City,271,Trip Completed,15/07/2016 05:20,15/07/2016 05:54
5535,City,297,Cancelled,15/07/2016 05:19,NA
5536,City,62,Cancelled,15/07/2016 05:31,NA
5537,Airport,137,Trip Completed,15/07/2016 05:28,15/07/2016 05:55
5538,City,141,Cancelled,15/07/2016 05:28,NA
5539,City,NA,No Cars Available,15/07/2016 05:25,NA
5540,City,80,Cancelled,15/07/2016 05:27,NA
5541,City,NA,No Cars Available,15/07/2016 05:28,NA
5542,City,NA,No Cars Available,15/07/2016 05:28,NA
5543,City,100,Cancelled,15/07/2016 05:30,NA
5544,City,185,Trip Completed,15/07/2016 05:23,15/07/2016 05:56
5545,City,255,Cancelled,15/07/2016 05:27,NA
5546,City,NA,No Cars Available,15/07/2016 05:33,NA
5547,City,6,Cancelled,15/07/2016 05:30,NA
5548,City,95,Trip Completed,15/07/2016 05:24,15/07/2016 06:06
5549,Airport,151,Trip Completed,15/07/2016 05:29,15/07/2016 06:15
5550,City,NA,No Cars Available,15/07/2016 05:33,NA
5551,City,124,Cancelled,15/07/2016 05:30,NA
5552,Airport,75,Trip Completed,15/07/2016 05:33,15/07/2016 06:28
5553,Airport,226,Trip Completed,15/07/2016 05:34,15/07/2016 06:19
5554,Airport,70,Trip Completed,15/07/2016 05:37,15/07/2016 06:10
5555,City,129,Trip Completed,15/07/2016 05:44,15/07/2016 06:28
5556,City,216,Trip Completed,15/07/2016 05:35,15/07/2016 06:49
5557,City,234,Cancelled,15/07/2016 05:39,NA
5558,Airport,112,Trip Completed,15/07/2016 05:32,15/07/2016 06:05
5559,Airport,124,Trip Completed,15/07/2016 05:39,15/07/2016 06:52
5560,Airport,178,Trip Completed,15/07/2016 05:35,15/07/2016 06:19
5561,City,NA,No Cars Available,15/07/2016 05:40,NA
5562,Airport,NA,No Cars Available,15/07/2016 05:43,NA
5563,City,NA,No Cars Available,15/07/2016 05:45,NA
5564,Airport,25,Trip Completed,15/07/2016 05:41,15/07/2016 06:53
5565,City,60,Cancelled,15/07/2016 05:45,NA
5566,Airport,139,Trip Completed,15/07/2016 05:43,15/07/2016 06:59
5567,City,NA,No Cars Available,15/07/2016 05:48,NA
5568,Airport,9,Trip Completed,15/07/2016 05:47,15/07/2016 06:25
5569,City,89,Cancelled,15/07/2016 05:41,NA
5570,City,184,Trip Completed,15/07/2016 05:53,15/07/2016 06:17
5571,City,NA,No Cars Available,15/07/2016 05:52,NA
5572,City,105,Trip Completed,15/07/2016 05:46,15/07/2016 06:40
5573,City,65,Trip Completed,15/07/2016 05:48,15/07/2016 06:19
5574,City,NA,No Cars Available,15/07/2016 05:55,NA
5575,City,22,Trip Completed,15/07/2016 05:53,15/07/2016 06:50
5576,City,110,Trip Completed,15/07/2016 05:53,15/07/2016 06:25
5577,City,157,Cancelled,15/07/2016 05:55,NA
5578,City,291,Trip Completed,15/07/2016 05:48,15/07/2016 06:43
5579,City,NA,No Cars Available,15/07/2016 05:56,NA
5580,City,61,Trip Completed,15/07/2016 05:51,15/07/2016 07:08
5581,City,145,Cancelled,15/07/2016 05:53,NA
5582,City,270,Cancelled,15/07/2016 05:52,NA
5583,City,40,Cancelled,15/07/2016 05:58,NA
5584,City,76,Cancelled,15/07/2016 05:53,NA
5585,City,92,Trip Completed,15/07/2016 05:58,15/07/2016 07:10
5586,City,251,Trip Completed,15/07/2016 05:56,15/07/2016 06:33
5587,City,199,Cancelled,15/07/2016 05:58,NA
5588,City,NA,No Cars Available,15/07/2016 05:58,NA
5589,City,NA,No Cars Available,15/07/2016 05:54,NA
5590,City,244,Cancelled,15/07/2016 06:02,NA
5591,City,127,Cancelled,15/07/2016 05:58,NA
5592,City,NA,No Cars Available,15/07/2016 06:10,NA
5593,City,NA,No Cars Available,15/07/2016 06:02,NA
5594,Airport,48,Trip Completed,15/07/2016 06:05,15/07/2016 07:02
5595,City,NA,No Cars Available,15/07/2016 06:10,NA
5596,City,168,Trip Completed,15/07/2016 06:08,15/07/2016 06:51
5597,City,67,Trip Completed,15/07/2016 06:04,15/07/2016 07:00
5598,City,175,Cancelled,15/07/2016 06:13,NA
5599,City,NA,No Cars Available,15/07/2016 06:09,NA
5600,City,51,Trip Completed,15/07/2016 06:09,15/07/2016 07:12
5601,Airport,NA,No Cars Available,15/07/2016 06:09,NA
5602,City,NA,No Cars Available,15/07/2016 06:10,NA
5603,City,287,Cancelled,15/07/2016 06:08,NA
5604,City,82,Cancelled,15/07/2016 06:08,NA
5605,City,234,Trip Completed,15/07/2016 06:15,15/07/2016 07:03
5606,City,289,Trip Completed,15/07/2016 06:09,15/07/2016 07:23
5607,City,NA,No Cars Available,15/07/2016 06:18,NA
5608,Airport,31,Trip Completed,15/07/2016 06:18,15/07/2016 07:07
5609,City,90,Cancelled,15/07/2016 06:15,NA
5610,City,NA,No Cars Available,15/07/2016 06:16,NA
5611,City,NA,No Cars Available,15/07/2016 06:21,NA
5612,City,36,Trip Completed,15/07/2016 06:15,15/07/2016 07:17
5613,City,37,Cancelled,15/07/2016 06:17,NA
5614,City,102,Cancelled,15/07/2016 06:14,NA
5615,City,208,Trip Completed,15/07/2016 06:27,15/07/2016 07:32
5616,City,NA,No Cars Available,15/07/2016 06:21,NA
5617,City,73,Trip Completed,15/07/2016 06:25,15/07/2016 07:36
5618,City,217,Cancelled,15/07/2016 06:25,NA
5619,Airport,268,Trip Completed,15/07/2016 06:30,15/07/2016 07:39
5620,City,NA,No Cars Available,15/07/2016 06:34,NA
5621,City,17,Cancelled,15/07/2016 06:28,NA
5622,Airport,145,Trip Completed,15/07/2016 06:27,15/07/2016 07:38
5623,City,292,Cancelled,15/07/2016 06:27,NA
5624,City,NA,No Cars Available,15/07/2016 06:29,NA
5625,City,NA,No Cars Available,15/07/2016 06:31,NA
5626,City,206,Cancelled,15/07/2016 06:33,NA
5627,City,104,Cancelled,15/07/2016 06:34,NA
5628,City,199,Cancelled,15/07/2016 06:34,NA
5629,Airport,10,Trip Completed,15/07/2016 06:33,15/07/2016 07:19
5630,Airport,95,Trip Completed,15/07/2016 06:32,15/07/2016 07:14
5631,City,283,Cancelled,15/07/2016 06:36,NA
5632,City,275,Cancelled,15/07/2016 06:35,NA
5633,City,NA,No Cars Available,15/07/2016 06:41,NA
5634,Airport,296,Trip Completed,15/07/2016 06:44,15/07/2016 07:10
5635,City,195,Cancelled,15/07/2016 06:43,NA
5636,City,232,Trip Completed,15/07/2016 06:38,15/07/2016 07:34
5637,City,33,Cancelled,15/07/2016 06:44,NA
5638,City,47,Trip Completed,15/07/2016 06:40,15/07/2016 07:18
5639,City,129,Cancelled,15/07/2016 06:44,NA
5640,City,144,Cancelled,15/07/2016 06:42,NA
5641,City,42,Trip Completed,15/07/2016 06:46,15/07/2016 07:16
5642,City,154,Cancelled,15/07/2016 06:51,NA
5643,City,134,Cancelled,15/07/2016 06:50,NA
5644,City,70,Cancelled,15/07/2016 06:50,NA
5645,City,176,Trip Completed,15/07/2016 06:51,15/07/2016 07:35
5646,City,205,Cancelled,15/07/2016 06:52,NA
5647,City,59,Cancelled,15/07/2016 06:51,NA
5648,Airport,216,Trip Completed,15/07/2016 06:55,15/07/2016 07:37
5649,Airport,224,Trip Completed,15/07/2016 06:51,15/07/2016 07:44
5650,City,238,Cancelled,15/07/2016 06:59,NA
5651,City,194,Cancelled,15/07/2016 07:00,NA
5652,City,281,Trip Completed,15/07/2016 06:56,15/07/2016 08:07
5653,City,179,Cancelled,15/07/2016 06:58,NA
5654,City,56,Trip Completed,15/07/2016 06:56,15/07/2016 08:09
5655,City,83,Cancelled,15/07/2016 06:59,NA
5656,City,205,Cancelled,15/07/2016 06:54,NA
5657,City,NA,No Cars Available,15/07/2016 07:01,NA
5658,City,NA,No Cars Available,15/07/2016 07:03,NA
5659,City,174,Trip Completed,15/07/2016 07:03,15/07/2016 08:08
5660,City,280,Cancelled,15/07/2016 07:02,NA
5661,Airport,11,Trip Completed,15/07/2016 07:08,15/07/2016 07:59
5662,City,18,Cancelled,15/07/2016 07:04,NA
5663,City,136,Cancelled,15/07/2016 07:02,NA
5664,City,188,Trip Completed,15/07/2016 07:03,15/07/2016 07:46
5665,City,218,Trip Completed,15/07/2016 07:03,15/07/2016 08:03
5666,Airport,12,Trip Completed,15/07/2016 07:04,15/07/2016 08:12
5667,City,NA,No Cars Available,15/07/2016 07:07,NA
5668,City,98,Cancelled,15/07/2016 07:06,NA
5669,City,NA,No Cars Available,15/07/2016 07:02,NA
5670,City,NA,No Cars Available,15/07/2016 06:57,NA
5671,City,89,Cancelled,15/07/2016 07:05,NA
5672,Airport,44,Trip Completed,15/07/2016 07:07,15/07/2016 07:59
5673,Airport,276,Trip Completed,15/07/2016 07:05,15/07/2016 07:39
5674,Airport,129,Trip Completed,15/07/2016 07:06,15/07/2016 07:47
5675,City,212,Cancelled,15/07/2016 07:08,NA
5676,City,239,Trip Completed,15/07/2016 07:10,15/07/2016 08:23
5677,City,270,Cancelled,15/07/2016 07:06,NA
5678,City,97,Cancelled,15/07/2016 07:09,NA
5679,City,203,Cancelled,15/07/2016 07:09,NA
5680,City,NA,No Cars Available,15/07/2016 07:08,NA
5681,City,134,Trip Completed,15/07/2016 07:17,15/07/2016 07:48
5682,City,41,Trip Completed,15/07/2016 07:16,15/07/2016 08:24
5683,Airport,221,Trip Completed,15/07/2016 07:15,15/07/2016 08:00
5684,City,NA,No Cars Available,15/07/2016 07:19,NA
5685,City,85,Cancelled,15/07/2016 07:17,NA
5686,City,279,Trip Completed,15/07/2016 07:19,15/07/2016 08:22
5687,City,293,Trip Completed,15/07/2016 07:15,15/07/2016 08:01
5688,City,217,Cancelled,15/07/2016 07:24,NA
5689,City,213,Trip Completed,15/07/2016 07:21,15/07/2016 07:59
5690,City,296,Cancelled,15/07/2016 07:20,NA
5691,City,119,Cancelled,15/07/2016 07:26,NA
5692,Airport,NA,No Cars Available,15/07/2016 07:27,NA
5693,City,NA,No Cars Available,15/07/2016 07:27,NA
5694,City,256,Cancelled,15/07/2016 07:31,NA
5695,City,NA,No Cars Available,15/07/2016 07:26,NA
5696,City,17,Cancelled,15/07/2016 07:32,NA
5697,City,50,Trip Completed,15/07/2016 07:32,15/07/2016 08:12
5698,Airport,242,Trip Completed,15/07/2016 07:31,15/07/2016 08:43
5699,City,6,Cancelled,15/07/2016 07:25,NA
5700,Airport,250,Trip Completed,15/07/2016 07:35,15/07/2016 08:08
5701,City,6,Cancelled,15/07/2016 07:34,NA
5702,City,237,Cancelled,15/07/2016 07:37,NA
5703,Airport,273,Trip Completed,15/07/2016 07:27,15/07/2016 08:23
5704,City,59,Cancelled,15/07/2016 07:33,NA
5705,City,181,Trip Completed,15/07/2016 07:32,15/07/2016 08:16
5706,City,187,Cancelled,15/07/2016 07:38,NA
5707,City,256,Cancelled,15/07/2016 07:32,NA
5708,Airport,289,Trip Completed,15/07/2016 07:35,15/07/2016 08:07
5709,City,107,Cancelled,15/07/2016 07:44,NA
5710,City,135,Cancelled,15/07/2016 07:38,NA
5711,City,179,Trip Completed,15/07/2016 07:40,15/07/2016 08:33
5712,City,NA,No Cars Available,15/07/2016 07:39,NA
5713,City,39,Cancelled,15/07/2016 07:43,NA
5714,City,142,Cancelled,15/07/2016 07:33,NA
5715,City,36,Cancelled,15/07/2016 07:42,NA
5716,City,45,Cancelled,15/07/2016 07:37,NA
5717,Airport,45,Trip Completed,15/07/2016 07:41,15/07/2016 08:24
5718,City,102,Cancelled,15/07/2016 07:39,NA
5719,Airport,156,Trip Completed,15/07/2016 07:45,15/07/2016 08:21
5720,City,267,Cancelled,15/07/2016 07:37,NA
5721,City,NA,No Cars Available,15/07/2016 07:41,NA
5722,City,NA,No Cars Available,15/07/2016 07:39,NA
5723,City,22,Cancelled,15/07/2016 07:44,NA
5724,City,46,Trip Completed,15/07/2016 07:40,15/07/2016 08:48
5725,City,NA,No Cars Available,15/07/2016 07:42,NA
5726,City,NA,No Cars Available,15/07/2016 07:46,NA
5727,City,NA,No Cars Available,15/07/2016 07:41,NA
5728,City,81,Trip Completed,15/07/2016 07:42,15/07/2016 08:45
5729,City,93,Cancelled,15/07/2016 07:49,NA
5730,City,111,Trip Completed,15/07/2016 07:50,15/07/2016 08:45
5731,City,117,Cancelled,15/07/2016 07:47,NA
5732,Airport,133,Trip Completed,15/07/2016 07:47,15/07/2016 08:21
5733,City,200,Cancelled,15/07/2016 07:51,NA
5734,City,201,Trip Completed,15/07/2016 07:44,15/07/2016 08:53
5735,City,229,Cancelled,15/07/2016 07:47,NA
5736,City,70,Cancelled,15/07/2016 07:50,NA
5737,City,197,Trip Completed,15/07/2016 07:49,15/07/2016 08:58
5738,City,202,Trip Completed,15/07/2016 07:53,15/07/2016 08:20
5739,City,NA,No Cars Available,15/07/2016 07:50,NA
5740,Airport,105,Trip Completed,15/07/2016 07:50,15/07/2016 08:58
5741,City,6,Trip Completed,15/07/2016 07:52,15/07/2016 08:38
5742,City,223,Trip Completed,15/07/2016 07:52,15/07/2016 08:51
5743,City,NA,No Cars Available,15/07/2016 07:59,NA
5744,City,NA,No Cars Available,15/07/2016 07:55,NA
5745,City,NA,No Cars Available,15/07/2016 07:58,NA
5746,City,70,Trip Completed,15/07/2016 07:52,15/07/2016 08:33
5747,City,NA,No Cars Available,15/07/2016 07:58,NA
5748,City,119,Cancelled,15/07/2016 07:57,NA
5749,Airport,287,Trip Completed,15/07/2016 07:59,15/07/2016 08:48
5750,City,203,Cancelled,15/07/2016 08:03,NA
5751,City,104,Cancelled,15/07/2016 08:03,NA
5752,City,180,Trip Completed,15/07/2016 08:02,15/07/2016 09:09
5753,City,235,Trip Completed,15/07/2016 08:05,15/07/2016 08:43
5754,City,35,Cancelled,15/07/2016 08:05,NA
5755,City,241,Cancelled,15/07/2016 08:05,NA
5756,City,170,Trip Completed,15/07/2016 08:03,15/07/2016 08:51
5757,City,38,Trip Completed,15/07/2016 08:12,15/07/2016 09:17
5758,City,NA,No Cars Available,15/07/2016 08:06,NA
5759,City,83,Trip Completed,15/07/2016 08:16,15/07/2016 08:54
5760,City,157,Cancelled,15/07/2016 08:14,NA
5761,City,251,Cancelled,15/07/2016 08:18,NA
5762,City,NA,No Cars Available,15/07/2016 08:23,NA
5763,City,121,Cancelled,15/07/2016 08:20,NA
5764,City,274,Trip Completed,15/07/2016 08:17,15/07/2016 09:01
5765,City,164,Cancelled,15/07/2016 08:18,NA
5766,City,191,Trip Completed,15/07/2016 08:19,15/07/2016 09:18
5767,City,240,Cancelled,15/07/2016 08:19,NA
5768,City,162,Trip Completed,15/07/2016 08:27,15/07/2016 09:30
5769,City,264,Cancelled,15/07/2016 08:21,NA
