householdID,total_ppl,own_rent,square_foot,household_income,number_pets,county,entertainment_spend_est,travel_spend_est,under_12,LL_passholder
13979,3,own,1549,67623,1,Cumberland,3609,3398,2,Yes
13980,3,own,2642,83956,3,York,3633,4620,2,Yes
13981,3,own,3176,92928,1,Cumberland,2338,4020,2,No
13982,3,rent,1722,70806,1,Sagadahoc,2364,2467,1,No
13983,3,own,4395,73823,1,York,3219,3838,2,Yes
13984,4,rent,3156,43315,2,Cumberland,3758,3937,1,No
13985,4,own,2911,71440,2,York,3193,3836,2,Yes
13986,6,own,2968,89685,3,Cumberland,2451,3800,2,Yes
13987,3,own,4520,67160,1,York,3608,4426,3,No
13988,3,own,4631,55652,2,York,3073,3685,2,Yes
13989,4,own,2943,86186,2,Cumberland,2487,3513,2,No
13990,3,own,4240,67042,2,York,2944,4237,2,Yes
13991,3,own,3435,68246,1,Cumberland,2048,3514,2,No
13992,4,own,1542,52319,3,Cumberland,450,3390,2,Yes
13993,2,own,2205,85709,1,Cumberland,2520,3587,2,No
13994,3,rent,2105,41259,2,Cumberland,2648,2956,2,No
13995,3,own,2234,71435,1,Cumberland,1734,3275,2,Yes
13996,3,own,2299,98169,1,Cumberland,2570,4833,1,No
13997,3,rent,2684,49940,2,Cumberland,3491,3440,3,No
13998,2,own,3857,55604,2,Cumberland,2218,2228,1,Yes
13999,4,own,3801,58410,1,York,2629,4098,3,Yes
14000,2,own,2646,63101,1,Cumberland,1800,3845,1,Yes
14001,4,own,1632,66505,1,Cumberland,1471,3710,3,No
14002,4,own,1958,96191,1,Cumberland,2590,4035,2,No
14003,4,own,2258,47599,0,Sagadahoc,3163,2664,1,No
14004,5,own,3196,80078,2,Sagadahoc,2442,4178,2,Yes
14005,3,own,2630,95568,1,Cumberland,2592,3200,2,Yes
14006,4,own,4870,75412,2,York,3615,3684,0,Yes
14007,3,own,2706,39015,0,Cumberland,2618,3521,2,Yes
14008,6,own,3737,72220,1,Cumberland,2607,4130,2,No
14009,4,own,3220,77494,2,Cumberland,2891,3068,3,No
14010,4,own,3582,54774,3,York,3026,3942,2,No
14011,3,own,2410,78210,1,Cumberland,3143,1920,2,No
14012,3,own,2464,88709,2,Sagadahoc,3265,3875,2,Yes
14013,2,rent,1822,51387,0,Sagadahoc,2459,2604,1,No
14014,2,own,3105,75684,2,Cumberland,2160,3743,2,No
14015,4,rent,2908,72209,2,Cumberland,2811,3852,3,No
14016,3,own,2257,41363,1,Cumberland,1511,3569,2,No
14017,3,own,4330,79542,1,York,2843,3413,1,Yes
14018,5,own,2483,72679,0,Cumberland,2814,3241,2,No
14019,3,rent,2275,41525,1,Sagadahoc,1539,2643,3,No
14020,4,own,2511,88875,3,Cumberland,1195,2876,2,No
14021,3,rent,1899,63981,3,Cumberland,1263,3027,2,No
14022,4,own,1883,29807,1,Sagadahoc,2075,2766,1,Yes
14023,2,own,2608,48249,2,Cumberland,2284,2624,1,Yes
14024,4,rent,2985,91706,2,Cumberland,4000,3234,3,No
14025,3,own,4395,78397,1,York,2788,4650,1,No
14026,4,own,1829,97243,1,Cumberland,2788,3657,1,No
14027,2,rent,4244,103379,1,York,3367,4786,2,No
14028,5,own,3104,73806,2,Cumberland,2182,3703,1,No
14029,3,own,2986,58489,2,Cumberland,1728,3665,2,Yes
14030,4,own,3879,55199,1,York,1606,4274,2,Yes
14031,2,rent,2498,76616,1,Sagadahoc,1899,2902,1,No
14032,3,own,2643,51019,2,Cumberland,3034,3340,1,Yes
14033,3,rent,2867,68613,1,Cumberland,2491,4008,1,No
14034,2,own,4452,84378,2,York,4684,4079,1,Yes
14035,3,own,4122,120939,1,York,2432,4057,2,No
14036,3,own,3342,60252,1,York,3427,3764,1,Yes
14037,2,rent,3567,70227,3,York,3213,4764,2,No
14038,3,own,3619,78900,1,Cumberland,2637,3673,1,Yes
14039,4,own,2482,83548,1,Cumberland,3055,2774,1,No
14040,4,own,2900,118037,1,Cumberland,2545,3870,2,No
14041,3,own,4484,69220,1,York,1448,4169,2,No
14042,4,own,4622,39107,2,York,3872,3442,3,No
14043,4,rent,4394,89633,1,York,2947,3956,3,No
14044,2,own,3244,72811,1,Cumberland,2347,3015,1,No
14045,4,own,2956,64453,3,Cumberland,2161,4328,2,Yes
14046,2,own,2923,59267,0,Cumberland,3258,3667,0,No
14047,2,own,2206,49179,1,Sagadahoc,3421,3369,3,No
14048,2,own,2056,96731,2,Cumberland,2021,3324,2,Yes
14049,4,own,4080,70414,2,York,3924,3311,1,Yes
14050,3,rent,3223,62467,2,Cumberland,1101,3929,2,No
14051,3,own,2439,108250,1,Cumberland,2835,3661,2,No
14052,3,own,3078,31096,0,Cumberland,2949,3416,1,Yes
14053,3,own,2239,67172,2,Cumberland,2746,3261,2,Yes
14054,3,own,2793,77506,1,Cumberland,2344,3747,2,Yes
14055,2,own,2027,42980,0,Cumberland,2023,4729,2,No
14056,3,own,2873,75488,0,Cumberland,3416,2764,2,Yes
14057,3,own,4861,57939,1,York,4133,3360,2,No
14058,3,own,3227,91238,2,Cumberland,2974,3303,3,Yes
14059,2,rent,2359,108608,2,Sagadahoc,1190,2357,1,No
14060,3,own,3064,100022,0,Cumberland,2720,3259,1,No
14061,2,own,4313,59903,3,York,2691,4734,1,Yes
14062,3,own,4069,62520,2,York,2771,4051,2,Yes
14063,5,own,2771,62354,1,Sagadahoc,4074,3733,1,Yes
14064,4,own,2306,86273,1,Cumberland,3409,3344,3,Yes
14065,5,own,3098,85477,2,York,2603,3872,1,No
14066,3,own,2508,104473,3,Cumberland,3219,3142,2,No
14067,2,own,4270,97285,1,York,3021,4150,3,No
14068,4,own,2944,60090,1,Cumberland,2462,2628,2,Yes
14069,3,own,3387,95944,1,York,2641,4125,2,No
14070,4,rent,3279,105424,2,Sagadahoc,2165,2644,2,No
14071,3,own,3098,88827,1,Cumberland,1426,3407,2,Yes
14072,3,own,3298,63131,1,Cumberland,1873,3115,2,No
14073,2,rent,3909,53922,1,York,3060,3730,2,No
14074,5,own,3679,54741,1,Cumberland,2981,3726,2,No
14075,3,rent,2084,68181,1,Cumberland,1906,2939,2,No
14076,4,own,2464,71110,1,Cumberland,1283,3417,3,No
14077,4,own,4205,49597,1,York,2144,3476,2,No
14078,3,rent,2691,48121,1,Sagadahoc,2251,3117,2,No
14079,3,own,2604,60621,1,Cumberland,3016,2916,2,Yes
14080,4,rent,2143,76912,1,Sagadahoc,2841,2616,1,No
14081,4,rent,2819,62873,2,Cumberland,2876,4184,0,No
14082,5,own,3859,96901,0,York,3151,3957,1,Yes
14083,3,own,2848,83585,3,Cumberland,3003,3559,2,Yes
14084,3,own,3926,86726,2,York,3026,3578,2,No
14085,5,own,3051,66439,2,Cumberland,2559,3566,2,No
14086,5,own,3169,43848,1,York,2637,3269,1,No
14087,4,own,2939,54129,2,Cumberland,2728,3510,1,No
14088,5,own,2188,55995,3,Cumberland,2266,3280,1,Yes
14089,2,own,5169,97543,2,York,5163,4780,2,Yes
14090,4,own,3600,51391,0,York,1764,2801,2,Yes
14091,3,own,3503,82566,1,York,2379,4406,3,Yes
14092,3,rent,2595,59666,1,Cumberland,2421,4059,1,No
14093,3,own,3163,91714,2,Cumberland,1810,3820,2,No
14094,3,rent,3216,81770,1,York,1985,4248,1,No
14095,2,own,3060,104185,2,Cumberland,3780,4082,1,No
14096,3,own,4442,59131,2,York,3206,3985,2,No
14097,5,own,4566,62415,1,York,4213,4386,2,No
14098,3,own,4696,99054,2,York,2683,3917,3,Yes
14099,4,rent,4300,71274,2,York,2979,4261,1,No
14100,3,rent,2910,56454,2,Cumberland,3216,3511,2,No
14101,5,own,3702,55452,1,York,4039,3345,2,No
14102,2,rent,4466,75124,1,York,3948,4093,1,No
14103,3,rent,2839,83275,2,Cumberland,1521,4091,2,No
14104,4,own,3239,50192,0,York,4097,4330,2,Yes
14105,4,own,2419,96140,1,York,4242,4378,2,No
14106,4,rent,2740,83507,2,Cumberland,2095,4291,1,No
14107,2,own,2954,104537,2,Cumberland,2688,3155,1,Yes
14108,3,own,2385,48351,1,Cumberland,1838,3558,1,Yes
14109,2,own,3193,86936,2,York,1197,3909,1,Yes
14110,3,rent,2584,81075,0,Cumberland,2847,3002,2,No
14111,4,own,2231,87641,2,Cumberland,1844,3781,3,Yes
14112,5,own,3007,78000,1,York,2534,4311,2,No
14113,3,own,3722,66693,2,York,2110,4957,2,No
14114,3,own,4361,93488,1,York,2703,3170,1,Yes
14115,4,rent,3207,96628,1,York,3170,4115,1,No
14116,4,own,3034,87041,3,Cumberland,2252,3772,1,Yes
14117,2,own,3233,65607,2,York,1445,4134,0,Yes
14118,4,rent,2456,74771,2,Cumberland,1786,3691,3,No
14119,4,rent,2826,81971,2,Cumberland,2225,3365,3,No
14120,4,own,3177,73514,2,Cumberland,3070,3241,1,No
14121,2,rent,3206,85601,1,Cumberland,2644,2991,0,No
14122,2,own,3180,56058,1,Cumberland,2343,3003,1,No
14123,3,rent,3510,84736,1,Cumberland,3090,3385,2,No
14124,4,own,2489,44038,3,Cumberland,3889,3685,3,No
14125,3,own,2264,84709,3,Cumberland,3435,3571,2,Yes
14126,2,own,3557,31299,1,York,2971,3837,2,Yes
14127,2,own,3295,75800,2,Cumberland,3024,3068,2,No
14128,2,own,4581,88024,1,York,1237,3489,1,Yes
14129,2,rent,2610,59460,1,Sagadahoc,3469,2831,3,No
14130,6,rent,2646,82483,1,Cumberland,4492,3397,2,No
14131,4,rent,3986,35585,1,York,2479,3914,2,No
14132,4,own,4401,68299,1,York,2222,4598,2,Yes
14133,2,own,2515,55822,1,Sagadahoc,3887,2878,1,No
14134,4,own,3289,78198,1,York,3820,4989,1,No
14135,5,rent,2138,54594,1,Cumberland,2275,4359,2,No
14136,2,own,1871,64689,4,Cumberland,2409,4956,1,Yes
14137,4,own,1916,81414,1,Cumberland,4143,3044,1,Yes
14138,4,own,4206,97742,2,Cumberland,3389,3649,2,No
14139,2,own,4207,90769,1,York,2300,2527,2,No
14140,3,own,2762,61103,3,Cumberland,2667,3094,3,Yes
14141,4,own,2334,85348,1,Cumberland,1314,4260,2,Yes
14142,3,own,4744,85748,1,York,3044,4013,1,Yes
14143,5,own,2830,72598,3,Cumberland,2738,3760,1,Yes
14144,2,own,3130,76146,2,York,1925,3788,1,Yes
14145,3,own,2354,93279,2,Cumberland,2495,3927,2,No
14146,3,own,4088,88589,1,York,2307,3381,2,No
14147,4,own,4672,92954,2,York,3230,3846,1,Yes
14148,3,own,2121,83634,2,Cumberland,3755,4193,2,No
14149,3,own,4161,102036,3,Cumberland,3530,2737,2,No
14150,4,own,4069,75264,1,York,1596,3589,0,Yes
14151,2,own,4125,74879,1,York,2115,3478,2,Yes
14152,3,own,3810,66170,1,York,3905,4339,2,No
14153,2,own,3451,77473,2,York,2610,3327,1,Yes
14154,2,own,3556,93037,2,York,2361,3768,1,Yes
14155,4,own,4678,66905,1,York,3753,4696,2,Yes
14156,4,rent,2060,36976,0,Cumberland,2941,3686,1,No
14157,3,rent,2497,38044,1,Cumberland,2662,3157,2,No
14158,2,own,4051,97350,2,York,2651,4566,1,Yes
14159,4,own,2940,68913,1,Cumberland,2603,3334,3,No
14160,2,own,3926,82267,1,York,3180,4309,2,No
14161,2,own,3376,90137,2,Cumberland,1700,3629,3,No
14162,3,own,4419,40376,2,York,1134,4372,1,No
14163,3,own,4533,92895,3,York,3839,3278,1,No
14164,3,rent,3189,46686,1,Sagadahoc,3333,2046,2,No
14165,4,own,4734,65067,1,York,3781,3580,1,Yes
14166,4,rent,2833,57305,1,Sagadahoc,3095,2838,2,No
14167,4,own,2508,93321,2,Cumberland,2818,3154,2,Yes
14168,6,own,3652,67642,1,York,3375,4649,2,Yes
14169,3,own,3730,63361,2,York,1932,4687,1,Yes
14170,3,own,3018,114970,1,Cumberland,3191,4137,2,Yes
14171,2,own,2228,65815,1,Cumberland,2072,3664,0,Yes
14172,3,rent,2743,51300,1,Cumberland,1713,2827,2,No
14173,3,own,2020,82784,1,Cumberland,2731,4111,1,Yes
14174,3,own,2628,67567,1,Cumberland,1645,3667,2,Yes
14175,3,own,1683,49476,3,Cumberland,1199,3946,1,Yes
14176,3,own,3980,51076,2,York,1657,3864,1,No
14177,2,own,4556,90067,2,York,2454,4594,1,Yes
14178,3,rent,3615,90625,2,York,5212,3588,2,No
14179,3,own,2661,72377,2,Cumberland,872,4234,2,No
14180,4,own,2873,79058,2,Cumberland,3768,3234,3,No
14181,2,own,2838,73521,1,Cumberland,2782,4375,1,Yes
14182,3,own,3591,76768,1,Cumberland,1193,2250,2,No
14183,4,own,2723,73321,3,Cumberland,2633,3989,2,No
14184,3,own,3232,76916,4,Cumberland,2907,4060,2,No
14185,3,rent,2061,105214,3,Cumberland,3703,4134,3,No
14186,2,own,2826,66101,0,Cumberland,1894,3165,2,Yes
14187,4,rent,3557,107683,1,Cumberland,2311,3856,2,No
14188,3,own,2058,61326,1,Cumberland,3576,3338,0,No
14189,3,own,4013,68191,1,York,1928,3703,2,Yes
14190,3,rent,4444,77615,2,York,2513,3907,2,No
14191,4,rent,3124,44858,0,Cumberland,2706,3942,3,No
14192,3,own,2997,87725,4,Cumberland,2500,3560,1,Yes
14193,3,own,2661,23778,1,Cumberland,2909,3404,2,Yes
14194,3,own,3655,72083,1,York,1833,3762,1,No
14195,2,own,4391,30292,1,York,2729,4116,1,Yes
14196,5,own,3903,54526,2,York,3911,3362,0,Yes
14197,3,own,3300,93119,3,York,2546,3732,3,Yes
14198,4,own,3706,80198,2,York,2609,4232,2,Yes
14199,4,own,3579,83075,1,York,2651,4210,1,No
14200,3,own,2760,81693,2,Cumberland,1958,3676,1,No
14201,5,own,2846,56810,2,Sagadahoc,2260,2396,1,Yes
14202,3,own,4041,56022,2,York,760,4557,1,No
14203,4,rent,2557,71105,2,Sagadahoc,2532,2633,2,No
14204,3,rent,3200,69684,2,Cumberland,1943,3535,2,No
14205,3,rent,4303,98337,2,York,3315,4513,1,No
14206,3,own,3629,65179,2,York,2366,2958,1,No
14207,2,own,3709,84504,1,York,4234,3293,2,Yes
14208,2,own,2083,58182,2,Cumberland,2750,3410,1,No
14209,3,rent,1800,78802,3,Sagadahoc,4090,2577,2,No
14210,5,rent,2370,46198,2,Cumberland,2793,3364,1,No
14211,4,rent,2702,52632,2,Sagadahoc,2103,2415,3,No
14212,3,own,2710,107693,1,Cumberland,1425,3762,1,Yes
14213,4,own,3070,63894,1,Cumberland,3403,3675,2,Yes
14214,3,rent,2267,79697,1,Cumberland,3353,3609,1,No
14215,3,rent,3797,122648,2,York,2595,4249,1,No
14216,2,own,3832,81560,1,York,2618,4027,1,Yes
14217,3,own,1759,81779,2,Cumberland,2505,3428,2,No
14218,4,own,3362,63648,3,Cumberland,2444,3260,1,Yes
14219,4,own,4348,48915,2,York,3076,4697,3,Yes
14220,2,own,4250,78231,2,York,3585,4810,1,No
14221,2,own,3525,63028,1,York,2149,3262,1,Yes
14222,2,rent,2588,79586,2,Cumberland,2511,4215,2,No
14223,5,rent,1954,51164,1,Sagadahoc,3087,2644,2,No
14224,5,own,4142,71608,1,York,2870,3915,3,Yes
14225,2,own,2798,47434,0,Cumberland,2583,3297,2,No
14226,3,rent,2886,88537,2,Cumberland,2471,3024,2,No
14227,2,own,2476,63531,2,Cumberland,2751,4145,3,Yes
14228,3,own,2659,75629,1,Cumberland,2853,4096,3,No
14229,4,own,4243,106093,2,York,559,2931,2,No
14230,2,rent,3384,93604,1,York,2896,4214,2,No
14231,4,own,4238,101920,2,York,2298,3587,2,No
14232,3,rent,3622,76593,1,Cumberland,2821,3484,2,No
14233,5,rent,2855,55117,0,Cumberland,2592,3788,2,No
14234,2,own,2556,84013,1,Cumberland,3571,3843,2,No
14235,4,own,3347,70867,3,York,1880,3995,3,Yes
14236,4,own,2387,82985,1,Cumberland,2089,3728,3,Yes
14237,3,own,1914,71451,1,Cumberland,2029,3590,4,Yes
14238,2,own,3209,57127,0,Cumberland,2952,3776,1,No
14239,3,own,2006,74333,1,Cumberland,2719,3465,2,Yes
14240,3,own,4203,44698,2,York,1882,4204,2,No
14241,3,own,3494,83320,3,Cumberland,2113,3446,2,Yes
14242,4,rent,2951,78907,1,Sagadahoc,1547,3197,2,No
14243,3,rent,3067,97170,2,Cumberland,3881,3296,1,No
14244,2,own,2530,84425,1,Cumberland,3142,3537,1,Yes
14245,4,rent,5201,63852,2,York,2904,3477,2,No
14246,3,own,3488,80874,2,Cumberland,2375,4349,2,No
14247,2,own,2346,44076,1,Cumberland,2278,3687,1,No
14248,3,own,4041,61425,1,York,1966,2889,2,Yes
14249,3,own,3690,89215,2,York,2758,3389,1,Yes
14250,4,rent,1334,73023,1,Sagadahoc,2643,3670,2,No
14251,5,own,2176,65100,0,Cumberland,2170,3248,2,No
14252,3,own,2473,66315,0,Cumberland,1342,3586,1,Yes
14253,4,own,2303,86346,0,Cumberland,3716,2697,3,Yes
14254,3,rent,4004,53863,1,York,2877,4549,3,No
14255,2,own,2691,85870,1,Cumberland,1666,3238,1,Yes
14256,3,own,2721,55938,2,Cumberland,2504,3471,1,No
14257,4,own,2148,89654,2,Cumberland,1408,3621,1,Yes
14258,3,own,2057,62045,0,Cumberland,2525,4135,2,No
14259,3,own,2317,76984,1,Sagadahoc,2682,3238,2,No
14260,3,own,3736,65802,0,York,2172,3909,2,No
14261,2,rent,2230,72523,1,Cumberland,2374,3975,2,No
14262,2,own,3836,50791,2,Cumberland,3835,2841,2,Yes
14263,4,rent,2880,79350,2,Cumberland,2841,3407,3,No
14264,3,own,4616,92200,2,York,2452,3760,1,Yes
14265,3,own,2371,81166,1,Cumberland,2589,3227,1,Yes
14266,3,own,3807,91736,2,York,2996,3912,3,Yes
14267,3,own,2805,96283,1,Cumberland,3185,3653,2,Yes
14268,4,own,3790,49818,2,York,3512,5051,1,No
14269,4,own,3625,71180,1,York,3300,3527,2,Yes
14270,3,own,3510,60873,1,York,3095,3463,2,Yes
14271,3,rent,3550,42241,1,York,3387,3144,2,No
14272,4,own,2521,82864,1,Cumberland,2257,2942,1,No
14273,4,own,4228,80151,2,York,1933,3135,3,Yes
14274,4,rent,4162,87141,1,York,2692,5559,3,No
14275,2,own,4136,52883,3,York,3380,3675,1,No
14276,3,rent,3963,60549,2,York,3149,2924,1,No
14277,4,own,3415,73903,2,Cumberland,3485,2858,3,Yes
14278,3,own,2354,87117,2,Cumberland,1792,2554,2,No
14279,3,own,2685,52649,2,Cumberland,3270,3786,2,No
14280,2,own,1878,69622,2,Cumberland,2309,3229,2,Yes
14281,3,own,2973,74560,0,Cumberland,2209,2906,2,Yes
14282,2,own,3685,37308,2,Cumberland,1786,3479,1,Yes
14283,2,own,3501,76282,2,York,2556,3669,1,No
14284,3,own,3191,90337,3,Cumberland,4354,4082,2,Yes
14285,3,own,2051,69138,2,Cumberland,1494,2911,2,No
14286,3,own,2242,59286,2,Cumberland,2781,3291,3,No
14287,3,own,4171,71680,0,York,2362,3955,1,No
14288,3,own,2812,69446,1,Cumberland,2249,3205,3,Yes
14289,4,own,2039,64603,3,Cumberland,2684,3500,2,No
14290,4,own,2549,69814,2,Cumberland,3094,4039,2,Yes
14291,3,own,2122,80298,2,Cumberland,3112,2901,2,Yes
14292,2,rent,2163,84569,1,Cumberland,2960,3306,2,No
14293,3,rent,5334,46575,2,York,1986,3491,2,No
14294,4,own,2348,81158,3,Cumberland,1893,3318,3,Yes
14295,3,own,1963,89425,2,Cumberland,2776,4007,1,No
14296,3,own,3375,78925,1,Cumberland,1724,3598,2,Yes
14297,4,own,4283,93700,2,York,3921,3534,3,No
14298,4,own,3008,64756,2,Cumberland,1583,2652,2,No
14299,3,own,2401,53760,1,Cumberland,4108,3023,2,No
14300,3,own,3668,66362,1,York,2388,3843,2,Yes
14301,3,own,3444,72804,1,York,2118,3825,3,Yes
14302,3,own,1989,47126,1,Cumberland,2732,3669,2,Yes
14303,3,own,2952,48141,1,Cumberland,2147,3464,1,Yes
14304,3,rent,4143,54732,1,York,2460,3786,2,No
14305,3,own,3007,44126,2,Cumberland,2887,3571,2,No
14306,4,own,2284,70751,2,Cumberland,2409,3584,2,Yes
14307,3,own,2295,58056,0,Cumberland,2839,3209,2,Yes
14308,4,rent,2296,75357,1,Sagadahoc,3260,1762,3,No
14309,3,own,2262,56836,1,Sagadahoc,4280,3385,2,No
14310,3,own,3880,46963,2,York,2028,3336,1,No
14311,3,own,3588,83924,3,York,3880,3343,2,Yes
14312,4,own,3922,60631,2,York,2502,4305,2,No
14313,3,own,1939,72511,2,Cumberland,2658,2985,2,Yes
14314,3,own,1220,72061,0,Cumberland,2319,3437,2,Yes
14315,3,rent,3071,68336,1,Cumberland,2125,3674,2,No
14316,2,rent,1685,72995,2,Sagadahoc,2192,2890,1,No
14317,3,own,2599,48608,1,Cumberland,1371,3416,2,Yes
14318,3,own,3994,55956,1,Cumberland,3586,2948,2,No
14319,3,own,3303,53792,1,York,1973,4375,1,Yes
14320,2,rent,2211,51933,2,Cumberland,3439,3370,2,No
14321,4,own,3055,75582,2,Sagadahoc,2850,2695,2,Yes
14322,5,rent,4324,74667,2,York,2374,4422,1,No
14323,4,own,3829,67698,1,York,2615,3151,2,Yes
14324,3,own,2718,52350,3,Cumberland,2172,3110,1,No
14325,3,own,2963,78813,2,Cumberland,2900,3680,2,No
14326,3,own,2349,61923,2,Cumberland,2964,3551,0,No
14327,2,own,2145,45434,1,Cumberland,3397,3280,1,No
14328,4,rent,2565,70922,1,Cumberland,3490,3131,3,No
14329,4,own,2967,65441,0,Cumberland,3191,3537,2,No
14330,3,own,2772,69093,1,Cumberland,3039,3687,2,No
14331,2,own,2588,80938,1,Cumberland,3001,2579,1,No
14332,2,own,1919,45749,1,Sagadahoc,2187,3088,2,Yes
14333,4,own,2106,81680,1,Cumberland,2296,3083,1,Yes
14334,5,rent,3881,79749,2,York,2633,3278,2,No
14335,3,own,4555,50798,2,York,2059,3270,2,Yes
14336,3,rent,3167,90677,1,Cumberland,3428,3232,2,No
14337,4,own,1908,92364,1,Cumberland,1468,4086,3,Yes
14338,3,own,2569,51207,2,York,3228,3808,1,No
14339,3,own,4347,64211,2,York,2489,4367,2,Yes
14340,3,own,4356,77225,0,York,2505,3810,1,No
14341,5,own,2320,101097,1,Cumberland,2999,2873,3,No
14342,3,rent,2353,58966,2,Cumberland,1914,3556,0,No
14343,5,rent,2920,45177,2,Cumberland,3086,3792,2,No
14344,3,own,2992,37517,3,Cumberland,1988,3649,2,No
14345,3,own,2388,57044,2,Cumberland,2656,3574,2,Yes
14346,3,rent,2527,57447,2,Cumberland,2439,3775,2,No
14347,3,own,3318,121703,0,York,3989,3707,2,Yes
14348,3,own,1998,72431,2,Sagadahoc,1483,2961,2,Yes
14349,2,rent,3059,97239,1,Cumberland,3247,3577,0,No
14350,2,rent,2534,65691,3,Cumberland,2256,2606,2,No
14351,3,own,3011,72846,3,Cumberland,4211,4482,2,Yes
14352,2,own,3144,70038,1,Cumberland,3136,2687,2,No
14353,2,own,3453,53230,2,York,2912,3984,2,No
14354,3,own,3289,68266,1,Cumberland,3054,3442,2,Yes
14355,4,own,3457,69283,1,Cumberland,1661,3146,1,No
14356,5,rent,2335,42723,2,Cumberland,2622,3079,2,No
14357,2,own,1965,60697,1,Cumberland,2607,3189,1,Yes
14358,2,rent,3296,63715,1,Cumberland,3331,4525,3,No
14359,3,own,2080,89622,1,Cumberland,2548,4024,2,No
14360,3,own,2240,86065,0,Cumberland,2282,2651,2,No
14361,2,own,2424,58367,2,Cumberland,1927,3224,3,No
14362,2,own,1519,90919,2,Cumberland,3018,4003,1,Yes
14363,4,own,2541,78227,2,York,2798,3517,2,No
14364,3,own,2535,52990,1,Sagadahoc,2026,3164,3,No
14365,4,own,3042,84810,1,Cumberland,2796,3091,3,No
14366,3,own,2550,127705,2,Cumberland,1631,2479,2,Yes
14367,3,rent,3348,45234,1,Cumberland,2631,3426,2,No
14368,3,own,3980,80515,0,York,2412,3743,2,No
14369,3,own,2749,46024,3,Cumberland,2809,3891,2,No
14370,4,own,2621,73008,2,Cumberland,3052,4795,3,Yes
14371,4,own,2580,112265,1,Cumberland,2322,4377,1,Yes
14372,3,own,2232,71854,1,Cumberland,3508,2991,2,Yes
14373,3,own,1906,23724,2,Cumberland,3563,3195,1,Yes
14374,3,own,4308,64333,2,York,3383,4206,2,No
14375,3,own,3224,92241,2,Sagadahoc,2134,2998,2,No
14376,3,own,2369,81029,0,Cumberland,2708,2954,1,Yes
14377,2,own,3995,80566,1,York,3082,3563,0,Yes
14378,3,own,2553,84026,1,Cumberland,2248,3809,3,No
14379,2,own,3316,81246,1,York,2680,4003,1,No
14380,2,rent,2927,39997,1,Cumberland,2212,3737,1,No
14381,4,own,2396,87990,1,Cumberland,1786,3105,2,No
14382,3,own,3626,50674,0,Cumberland,1715,3478,2,Yes
14383,4,own,4588,87927,1,York,3177,3868,2,Yes
14384,2,own,4657,54849,2,York,3526,3906,1,Yes
14385,5,own,2568,68697,3,Cumberland,2171,2026,1,No
14386,2,own,4506,86815,3,York,2587,3628,1,No
14387,3,own,2758,61769,2,Cumberland,3259,2718,2,Yes
14388,5,own,2794,79147,0,Cumberland,1882,2681,3,Yes
14389,4,own,4644,58823,1,York,2757,5056,2,Yes
14390,4,own,4338,73921,2,York,228,4910,3,Yes
14391,3,rent,2831,92996,0,Cumberland,3924,3464,2,No
14392,3,own,1825,88760,3,Cumberland,2500,3573,2,Yes
14393,3,own,2718,86482,2,Cumberland,4091,3113,2,No
14394,5,rent,3696,76311,1,Cumberland,2450,3213,1,No
14395,2,own,2466,71458,2,Cumberland,1756,3973,2,Yes
14396,2,own,3270,95439,1,York,1673,3682,2,No
14397,4,own,3144,80120,0,York,3772,3797,1,Yes
14398,3,own,2944,74583,2,York,3024,3613,2,No
14399,4,own,1434,84513,4,Cumberland,3315,3829,2,No
14400,3,own,4060,55639,1,York,2300,3961,2,Yes
14401,4,rent,2867,70105,2,Sagadahoc,2077,3254,3,No
14402,2,rent,3372,77328,1,York,2353,4053,2,No
14403,5,own,4263,27708,1,York,1997,4769,2,Yes
14404,4,own,4275,61368,2,York,1749,3645,2,Yes
14405,3,rent,1742,41680,1,Sagadahoc,3608,1588,1,No
14406,3,own,1896,75431,1,Sagadahoc,4033,2634,2,No
14407,4,own,1347,62514,1,Cumberland,3585,2448,2,No
14408,4,own,2748,61050,2,Cumberland,2609,3985,2,No
14409,3,rent,2474,73029,2,Cumberland,2111,3598,1,No
14410,4,own,4052,72381,1,Cumberland,2377,3453,0,Yes
14411,2,own,2736,75405,1,Cumberland,3136,3477,0,No
14412,2,own,4179,75416,1,York,1797,4766,1,No
14413,4,own,3091,52470,1,Cumberland,2438,3724,2,No
14414,2,rent,1552,44982,1,Sagadahoc,3385,2594,2,No
14415,3,own,3238,63495,1,Cumberland,1874,4487,3,Yes
14416,3,own,3998,101050,2,York,3133,3956,2,Yes
14417,2,own,1551,72650,2,Cumberland,2327,2809,1,Yes
14418,3,own,2920,99091,2,Cumberland,1982,2766,2,No
14419,4,rent,3680,68661,1,York,2559,3821,2,No
14420,3,own,4339,79761,3,York,3675,3428,1,Yes
14421,3,rent,1858,77762,2,Cumberland,2132,3649,2,No
14422,2,rent,2518,62791,2,Cumberland,1888,2547,1,No
14423,5,own,2791,93359,2,Cumberland,2810,3677,3,Yes
14424,2,own,3044,56979,1,Cumberland,2106,3893,3,Yes
14425,4,own,2668,48917,1,Cumberland,2872,2977,2,Yes
14426,4,own,2713,69983,3,York,2177,3228,0,No
14427,3,own,3463,68153,2,York,2868,3575,1,No
14428,3,own,4062,51793,1,York,3613,5003,2,No
14429,3,own,2919,94494,1,York,2625,3840,1,Yes
14430,3,own,2411,60725,0,Cumberland,3025,3315,1,No
